Predicate,Reading,Predicate Group
蒸す,むす,GODAN
表す,あらわす,GODAN
裏返す,うらがえす,GODAN
覆す,くつがえす,GODAN
見せびらかす,みせびらかす,GODAN
見なす,みなす,GODAN
見下す,みくだす,GODAN
見下ろす,みおろす,GODAN
見出す,みいだす,GODAN
見渡す,みわたす,GODAN
見直す,みなおす,GODAN
見落とす,みおとす,GODAN
見逃す,みのがす,GODAN
覚ます,さます,GODAN
言い出す,いいだす,GODAN
許す,ゆるす,GODAN
訳す,やくす,GODAN
試す,ためす,GODAN
話す,はなす,GODAN
誤魔化す,ごまかす,GODAN
負かす,まかす,GODAN
貶す,けなす,GODAN
貸す,かす,GODAN
費やす,ついやす,GODAN
起こす,おこす,GODAN
足す,たす,GODAN
蹴飛ばす,けとばす,GODAN
転がす,ころがす,GODAN
返す,かえす,GODAN
追い出す,おいだす,GODAN
追い越す,おいこす,GODAN
逃がす,にがす,GODAN
逃す,のがす,GODAN
通す,とおす,GODAN
逸らす,そらす,GODAN
遅らす,おくらす,GODAN
過ごす,すごす,GODAN
隠す,かくす,GODAN
離す,はなす,GODAN
零す,こぼす,GODAN
飛ばす,とばす,GODAN
騙す,だます,GODAN
驚かす,おどろかす,GODAN
鳴らす,ならす,GODAN
齎す,もたらす,GODAN
かい出す,かいだす,GODAN
増やす,ふやす,GODAN
推す,おす,GODAN
映し出す,うつしだす,GODAN
絶やす,たやす,GODAN
聞かす,きかす,GODAN
肥やす,こやす,GODAN
繰り返す,くりかえす,GODAN
勝つ,かつ,GODAN
建つ,たつ,GODAN
役立つ,やくだつ,GODAN
成り立つ,なりたつ,GODAN
旅立つ,たびだつ,GODAN
目立つ,めだつ,GODAN
立つ,たつ,GODAN
経つ,たつ,GODAN
育つ,そだつ,GODAN
際立つ,きわだつ,GODAN
先立つ,さきだつ,GODAN
保つ,たもつ,GODAN
分かつ,わかつ,GODAN
受け持つ,うけもつ,GODAN
打つ,うつ,GODAN
持つ,もつ,GODAN
撃つ,うつ,GODAN
放つ,はなつ,GODAN
断つ,たつ,GODAN
裁つ,たつ,GODAN
待つ,まつ,GODAN
叶う,かなう,GODAN
構う,かまう,GODAN
言う,いう,GODAN
間違う,まちがう,GODAN
問う,とう,GODAN
請う,こう,GODAN
すれ違う,すれちがう,GODAN
争う,あらそう,GODAN
付き合う,つきあう,GODAN
会う,あう,GODAN
伴う,ともなう,GODAN
似合う,にあう,GODAN
似通う,にかよう,GODAN
倣う,ならう,GODAN
出会う,であう,GODAN
匂う,におう,GODAN
合う,あう,GODAN
向かう,むかう,GODAN
従う,したがう,GODAN
恥じらう,はじらう,GODAN
戦う,たたかう,GODAN
整う,ととのう,GODAN
沿う,そう,GODAN
添う,そう,GODAN
漂う,ただよう,GODAN
潤う,うるおう,GODAN
狂う,くるう,GODAN
知り合う,しりあう,GODAN
競り合う,せりあう,GODAN
笑う,わらう,GODAN
舞う,まう,GODAN
賑わう,にぎわう,GODAN
躊躇う,ためらう,GODAN
迷う,まよう,GODAN
逆らう,さからう,GODAN
這う,はう,GODAN
通う,かよう,GODAN
違う,ちがう,GODAN
酔う,よう,GODAN
釣り合う,つりあう,GODAN
間に合う,まにあう,GODAN
隣り合う,となりあう,GODAN
食い違う,くいちがう,GODAN
住まう,すまう,GODAN
揃う,そろう,GODAN
集う,つどう,GODAN
あざ笑う,あざわらう,GODAN
仕舞う,しまう,GODAN
伺う,うかがう,GODAN
使う,つかう,GODAN
占う,うらなう,GODAN
取り扱う,とりあつかう,GODAN
吸う,すう,GODAN
味わう,あじわう,GODAN
失う,うしなう,GODAN
奪う,うばう,GODAN
嫌う,きらう,GODAN
思う,おもう,GODAN
慕う,したう,GODAN
手伝う,てつだう,GODAN
払う,はらう,GODAN
扱う,あつかう,GODAN
担う,になう,GODAN
拾う,ひろう,GODAN
振る舞う,ふるまう,GODAN
掬う,すくう,GODAN
揶揄う,からかう,GODAN
損う,そこなう,GODAN
支払う,しはらう,GODAN
救う,すくう,GODAN
敬う,うやまう,GODAN
洗う,あらう,GODAN
狙う,ねらう,GODAN
疑う,うたがう,GODAN
祝う,いわう,GODAN
給う,たまう,GODAN
縫う,ぬう,GODAN
繕う,つくろう,GODAN
習う,ならう,GODAN
背負う,せおう,GODAN
行う,おこなう,GODAN
補う,おぎなう,GODAN
襲う,おそう,GODAN
覆う,おおう,GODAN
見舞う,みまう,GODAN
話し合う,はなしあう,GODAN
誓う,ちかう,GODAN
誘う,さそう,GODAN
語らう,かたらう,GODAN
負う,おう,GODAN
貰う,もらう,GODAN
買う,かう,GODAN
賄う,まかなう,GODAN
追う,おう,GODAN
雇う,やとう,GODAN
願う,ねがう,GODAN
食う,くう,GODAN
飼う,かう,GODAN
養う,やしなう,GODAN
結う,ゆう,GODAN
食らう,くらう,GODAN
歌う,うたう,GODAN
損なう,そこなう,GODAN
白い,しろい,I_ADJECTIVE
速い,はやい,I_ADJECTIVE
鈍い,のろい,I_ADJECTIVE
おっかない,おっかない,I_ADJECTIVE
きつい,きつい,I_ADJECTIVE
きまり悪い,きまりわるい,I_ADJECTIVE
したい,したい,I_ADJECTIVE
しつこい,しつこい,I_ADJECTIVE
しぶとい,しぶとい,I_ADJECTIVE
すばしこい,すばしこい,I_ADJECTIVE
そそっかしい,そそっかしい,I_ADJECTIVE
だらし無い,だらしない,I_ADJECTIVE
でかい,でかい,I_ADJECTIVE
とんでも無い,とんでもない,I_ADJECTIVE
やばい,やばい,I_ADJECTIVE
ややこしい,ややこしい,I_ADJECTIVE
下らない,くだらない,I_ADJECTIVE
不味い,まずい,I_ADJECTIVE
丸い,まるい,I_ADJECTIVE
久しい,ひさしい,I_ADJECTIVE
乏しい,とぼしい,I_ADJECTIVE
低い,ひくい,I_ADJECTIVE
偉い,えらい,I_ADJECTIVE
儚い,はかない,I_ADJECTIVE
優しい,やさしい,I_ADJECTIVE
冷たい,つめたい,I_ADJECTIVE
凄い,すごい,I_ADJECTIVE
切ない,せつない,I_ADJECTIVE
力強い,ちからづよい,I_ADJECTIVE
勇ましい,いさましい,I_ADJECTIVE
勿体ない,もったいない,I_ADJECTIVE
卑しい,いやしい,I_ADJECTIVE
危うい,あやうい,I_ADJECTIVE
危ない,あぶない,I_ADJECTIVE
厚い,あつい,I_ADJECTIVE
厚かましい,あつかましい,I_ADJECTIVE
厳しい,きびしい,I_ADJECTIVE
古い,ふるい,I_ADJECTIVE
可愛い,かわいい,I_ADJECTIVE
可愛らしい,かわいらしい,I_ADJECTIVE
可笑しい,おかしい,I_ADJECTIVE
名高い,なだかい,I_ADJECTIVE
呆気ない,あっけない,I_ADJECTIVE
喜ばしい,よろこばしい,I_ADJECTIVE
喧しい,やかましい,I_ADJECTIVE
四角い,しかくい,I_ADJECTIVE
図々しい,ずうずうしい,I_ADJECTIVE
塩辛い,しおからい,I_ADJECTIVE
多い,おおい,I_ADJECTIVE
夥しい,おびただしい,I_ADJECTIVE
大きい,おおきい,I_ADJECTIVE
大人しい,おとなしい,I_ADJECTIVE
太い,ふとい,I_ADJECTIVE
女らしい,おんならしい,I_ADJECTIVE
好ましい,このましい,I_ADJECTIVE
嫌らしい,いやらしい,I_ADJECTIVE
嬉しい,うれしい,I_ADJECTIVE
安い,やすい,I_ADJECTIVE
安っぽい,やすっぽい,I_ADJECTIVE
宜しい,よろしい,I_ADJECTIVE
容易い,たやすい,I_ADJECTIVE
寂しい,さびしい,I_ADJECTIVE
寒い,さむい,I_ADJECTIVE
尊い,とうとい,I_ADJECTIVE
小さい,ちいさい,I_ADJECTIVE
少ない,すくない,I_ADJECTIVE
幅広い,はばひろい,I_ADJECTIVE
平たい,ひらたい,I_ADJECTIVE
幼い,おさない,I_ADJECTIVE
広い,ひろい,I_ADJECTIVE
弱い,よわい,I_ADJECTIVE
強い,つよい,I_ADJECTIVE
待ち遠しい,まちどおしい,I_ADJECTIVE
心強い,こころづよい,I_ADJECTIVE
心細い,こころぼそい,I_ADJECTIVE
忙しい,いそがしい,I_ADJECTIVE
快い,こころよい,I_ADJECTIVE
怖い,こわい,I_ADJECTIVE
思いがけない,おもいがけない,I_ADJECTIVE
怠い,だるい,I_ADJECTIVE
怪しい,あやしい,I_ADJECTIVE
恋しい,こいしい,I_ADJECTIVE
恐ろしい,おそろしい,I_ADJECTIVE
恥ずかしい,はずかしい,I_ADJECTIVE
悔しい,くやしい,I_ADJECTIVE
悩ましい,なやましい,I_ADJECTIVE
悪い,わるい,I_ADJECTIVE
悪どい,あくどい,I_ADJECTIVE
悲しい,かなしい,I_ADJECTIVE
情けない,なさけない,I_ADJECTIVE
情け深い,なさけぶかい,I_ADJECTIVE
惜しい,おしい,I_ADJECTIVE
愛しい,いとしい,I_ADJECTIVE
慌ただしい,あわただしい,I_ADJECTIVE
憎い,にくい,I_ADJECTIVE
憎らしい,にくらしい,I_ADJECTIVE
懐かしい,なつかしい,I_ADJECTIVE
手痛い,ていたい,I_ADJECTIVE
擽ったい,くすぐったい,I_ADJECTIVE
新しい,あたらしい,I_ADJECTIVE
旨い,うまい,I_ADJECTIVE
早い,はやい,I_ADJECTIVE
明るい,あかるい,I_ADJECTIVE
易い,やすい,I_ADJECTIVE
易しい,やさしい,I_ADJECTIVE
暑い,あつい,I_ADJECTIVE
暖かい,あたたかい,I_ADJECTIVE
暗い,くらい,I_ADJECTIVE
有難い,ありがたい,I_ADJECTIVE
望ましい,のぞましい,I_ADJECTIVE
柔らかい,やわらかい,I_ADJECTIVE
楽しい,たのしい,I_ADJECTIVE
欲しい,ほしい,I_ADJECTIVE
欲深い,よくぶかい,I_ADJECTIVE
正しい,ただしい,I_ADJECTIVE
汚い,きたない,I_ADJECTIVE
浅い,あさい,I_ADJECTIVE
浅ましい,あさましい,I_ADJECTIVE
涼しい,すずしい,I_ADJECTIVE
深い,ふかい,I_ADJECTIVE
清々しい,すがすがしい,I_ADJECTIVE
清い,きよい,I_ADJECTIVE
済まない,すまない,I_ADJECTIVE
渋い,しぶい,I_ADJECTIVE
温い,ぬるい,I_ADJECTIVE
激しい,はげしい,I_ADJECTIVE
濃い,こい,I_ADJECTIVE
無い,ない,I_ADJECTIVE
煙い,けむい,I_ADJECTIVE
煙たい,けむたい,I_ADJECTIVE
煩い,うるさい,I_ADJECTIVE
煩わしい,わずらわしい,I_ADJECTIVE
熱い,あつい,I_ADJECTIVE
物凄い,ものすごい,I_ADJECTIVE
物足りない,ものたりない,I_ADJECTIVE
狡い,ずるい,I_ADJECTIVE
狭い,せまい,I_ADJECTIVE
珍しい,めずらしい,I_ADJECTIVE
甘い,あまい,I_ADJECTIVE
甚だしい,はなはだしい,I_ADJECTIVE
生ぬるい,なまぬるい,I_ADJECTIVE
生臭い,なまぐさい,I_ADJECTIVE
男らしい,おとこらしい,I_ADJECTIVE
痒い,かゆい,I_ADJECTIVE
痛い,いたい,I_ADJECTIVE
目出度い,めでたい,I_ADJECTIVE
目覚ましい,めざましい,I_ADJECTIVE
相応しい,ふさわしい,I_ADJECTIVE
真ん円い,まんまるい,I_ADJECTIVE
眠い,ねむい,I_ADJECTIVE
眠たい,ねむたい,I_ADJECTIVE
眩しい,まぶしい,I_ADJECTIVE
短い,みじかい,I_ADJECTIVE
硬い,かたい,I_ADJECTIVE
空しい,むなしい,I_ADJECTIVE
等しい,ひとしい,I_ADJECTIVE
粗い,あらい,I_ADJECTIVE
粘り強い,ねばりづよい,I_ADJECTIVE
紛らわしい,まぎらわしい,I_ADJECTIVE
素っ気ない,そっけない,I_ADJECTIVE
素早い,すばやい,I_ADJECTIVE
素晴らしい,すばらしい,I_ADJECTIVE
細い,ほそい,I_ADJECTIVE
細かい,こまかい,I_ADJECTIVE
細長い,ほそながい,I_ADJECTIVE
緩い,ゆるい,I_ADJECTIVE
美しい,うつくしい,I_ADJECTIVE
美味しい,おいしい,I_ADJECTIVE
羨ましい,うらやましい,I_ADJECTIVE
脆い,もろい,I_ADJECTIVE
臭い,くさい,I_ADJECTIVE
良い,よい,I_ADJECTIVE
若々しい,わかわかしい,I_ADJECTIVE
若い,わかい,I_ADJECTIVE
苦い,にがい,I_ADJECTIVE
苦しい,くるしい,I_ADJECTIVE
茶色い,ちゃい,I_ADJECTIVE
荒い,あらい,I_ADJECTIVE
荒っぽい,あらっぽい,I_ADJECTIVE
華々しい,はなばなしい,I_ADJECTIVE
著しい,いちじるしい,I_ADJECTIVE
蒸し暑い,むしあつい,I_ADJECTIVE
薄い,うすい,I_ADJECTIVE
薄暗い,うすぐらい,I_ADJECTIVE
見っともない,みっともない,I_ADJECTIVE
見窄らしい,みすぼらしい,I_ADJECTIVE
見苦しい,みぐるしい,I_ADJECTIVE
親しい,したしい,I_ADJECTIVE
詰らない,つまらない,I_ADJECTIVE
詳しい,くわしい,I_ADJECTIVE
諄い,くどい,I_ADJECTIVE
貧しい,まずしい,I_ADJECTIVE
賢い,かしこい,I_ADJECTIVE
赤い,あかい,I_ADJECTIVE
軽い,かるい,I_ADJECTIVE
辛い,からい,I_ADJECTIVE
近い,ちかい,I_ADJECTIVE
逞しい,たくましい,I_ADJECTIVE
遠い,とおい,I_ADJECTIVE
酷い,ひどい,I_ADJECTIVE
酸っぱい,すっぱい,I_ADJECTIVE
醜い,みにくい,I_ADJECTIVE
重い,おもい,I_ADJECTIVE
重たい,おもたい,I_ADJECTIVE
鈍い,にぶい,I_ADJECTIVE
鋭い,するどい,I_ADJECTIVE
長い,ながい,I_ADJECTIVE
険しい,けわしい,I_ADJECTIVE
難い,かたい,I_ADJECTIVE
難しい,むずかしい,I_ADJECTIVE
青い,あおい,I_ADJECTIVE
青白い,あおじろい,I_ADJECTIVE
面倒くさい,めんどくさい,I_ADJECTIVE
面白い,おもしろい,I_ADJECTIVE
頼もしい,たのもしい,I_ADJECTIVE
馬鹿らしい,ばからしい,I_ADJECTIVE
馬鹿馬鹿しい,ばかばかしい,I_ADJECTIVE
馴れ馴れしい,なれなれしい,I_ADJECTIVE
騒々しい,そうぞうしい,I_ADJECTIVE
騒がしい,さわがしい,I_ADJECTIVE
高い,たかい,I_ADJECTIVE
鬱陶しい,うっとうしい,I_ADJECTIVE
黄色い,きいろい,I_ADJECTIVE
黒い,くろい,I_ADJECTIVE
いい,いい,II_YOI
格好良い,かっこいい,II_YOI
モテる,もてる,ICHIDAN
免れる,まぬがれる,ICHIDAN
取れる,とれる,ICHIDAN
存じる,ぞんじる,ICHIDAN
待ち合わせる,まちあわせる,ICHIDAN
恥じる,はじる,ICHIDAN
感じる,かんじる,ICHIDAN
呉れる,くれる,ICHIDAN
存ずる,ぞんずる,ICHIDAN
応ずる,おうずる,ICHIDAN
感ずる,かんずる,ICHIDAN
準ずる,じゅんずる,ICHIDAN
生ずる,しょうずる,ICHIDAN
通ずる,つうずる,ICHIDAN
信ずる,しんずる,ICHIDAN
命ずる,めいずる,ICHIDAN
報ずる,ほうずる,ICHIDAN
演ずる,えんずる,ICHIDAN
禁ずる,きんずる,ICHIDAN
論ずる,ろんずる,ICHIDAN
重んずる,おもんずる,ICHIDAN
飽きる,あきる,ICHIDAN
ずれる,ずれる,ICHIDAN
ばてる,ばてる,ICHIDAN
ふて腐れる,ふてくされる,ICHIDAN
ぼやける,ぼやける,ICHIDAN
乗り遅れる,のりおくれる,ICHIDAN
乱れる,みだれる,ICHIDAN
仕える,つかえる,ICHIDAN
伸びる,のびる,ICHIDAN
似る,にる,ICHIDAN
倒れる,たおれる,ICHIDAN
優れる,すぐれる,ICHIDAN
冴える,さえる,ICHIDAN
冷える,ひえる,ICHIDAN
冷める,さめる,ICHIDAN
凍える,こごえる,ICHIDAN
凭れる,もたれる,ICHIDAN
出かける,でかける,ICHIDAN
出る,でる,ICHIDAN
出掛ける,でかける,ICHIDAN
出来る,できる,ICHIDAN
分かれる,わかれる,ICHIDAN
切れる,きれる,ICHIDAN
別れる,わかれる,ICHIDAN
剥がれる,はがれる,ICHIDAN
剥げる,はげる,ICHIDAN
割れる,われる,ICHIDAN
化ける,ばける,ICHIDAN
吠える,ほえる,ICHIDAN
呆れる,あきれる,ICHIDAN
垂れる,たれる,ICHIDAN
増える,ふえる,ICHIDAN
壊れる,こわれる,ICHIDAN
売り切れる,うりきれる,ICHIDAN
売れる,うれる,ICHIDAN
外れる,はずれる,ICHIDAN
寝る,ねる,ICHIDAN
尽きる,つきる,ICHIDAN
居る,いる,ICHIDAN
居る,おる,ICHIDAN
崩れる,くずれる,ICHIDAN
巫山戯る,ふざける,ICHIDAN
差し支える,さしつかえる,ICHIDAN
廃れる,すたれる,ICHIDAN
応える,こたえる,ICHIDAN
応じる,おうじる,ICHIDAN
怠ける,なまける,ICHIDAN
怯える,おびえる,ICHIDAN
恵まれる,めぐまれる,ICHIDAN
慌てる,あわてる,ICHIDAN
慣れる,なれる,ICHIDAN
憧れる,あこがれる,ICHIDAN
懲りる,こりる,ICHIDAN
折れる,おれる,ICHIDAN
抜ける,ぬける,ICHIDAN
押し寄せる,おしよせる,ICHIDAN
拗れる,こじれる,ICHIDAN
持てる,もてる,ICHIDAN
捕らわれる,とらわれる,ICHIDAN
捩れる,ねじれる,ICHIDAN
揉める,もめる,ICHIDAN
揺れる,ゆれる,ICHIDAN
擦れる,すれる,ICHIDAN
擦れる,こすれる,ICHIDAN
放れる,はなれる,ICHIDAN
映える,はえる,ICHIDAN
晴れる,はれる,ICHIDAN
暮れる,くれる,ICHIDAN
暴れる,あばれる,ICHIDAN
更ける,ふける,ICHIDAN
朽ちる,くちる,ICHIDAN
果てる,はてる,ICHIDAN
枯れる,かれる,ICHIDAN
染みる,しみる,ICHIDAN
栄える,さかえる,ICHIDAN
欠ける,かける,ICHIDAN
気触れる,かぶれる,ICHIDAN
汚れる,よごれる,ICHIDAN
洒落る,しゃれる,ICHIDAN
流れる,ながれる,ICHIDAN
消える,きえる,ICHIDAN
涸れる,かれる,ICHIDAN
湿気る,しける,ICHIDAN
満ちる,みちる,ICHIDAN
準じる,じゅんじる,ICHIDAN
溢れる,あふれる,ICHIDAN
溶ける,とける,ICHIDAN
溺れる,おぼれる,ICHIDAN
滅びる,ほろびる,ICHIDAN
漏れる,もれる,ICHIDAN
潰れる,つぶれる,ICHIDAN
濡れる,ぬれる,ICHIDAN
焦げる,こげる,ICHIDAN
焼ける,やける,ICHIDAN
煮える,にえる,ICHIDAN
燃える,もえる,ICHIDAN
現れる,あらわれる,ICHIDAN
甘える,あまえる,ICHIDAN
生える,はえる,ICHIDAN
生きる,いきる,ICHIDAN
生まれる,うまれる,ICHIDAN
疲れる,つかれる,ICHIDAN
痩せる,やせる,ICHIDAN
痺れる,しびれる,ICHIDAN
目覚める,めざめる,ICHIDAN
知れる,しれる,ICHIDAN
砕ける,くだける,ICHIDAN
破れる,やぶれる,ICHIDAN
答える,こたえる,ICHIDAN
紛れる,まぎれる,ICHIDAN
経る,へる,ICHIDAN
絶える,たえる,ICHIDAN
綻びる,ほころびる,ICHIDAN
縮れる,ちぢれる,ICHIDAN
老いる,おいる,ICHIDAN
老ける,ふける,ICHIDAN
聞こえる,きこえる,ICHIDAN
聳える,そびえる,ICHIDAN
肥える,こえる,ICHIDAN
腫れる,はれる,ICHIDAN
腰掛ける,こしかける,ICHIDAN
膨れる,ふくれる,ICHIDAN
興じる,きょうじる,ICHIDAN
草臥れる,くたびれる,ICHIDAN
荒れる,あれる,ICHIDAN
萎びる,しなびる,ICHIDAN
落ちる,おちる,ICHIDAN
蕩ける,とろける,ICHIDAN
薄れる,うすれる,ICHIDAN
衰える,おとろえる,ICHIDAN
裂ける,さける,ICHIDAN
見える,みえる,ICHIDAN
見慣れる,みなれる,ICHIDAN
覚める,さめる,ICHIDAN
解ける,とける,ICHIDAN
触れる,ふれる,ICHIDAN
負ける,まける,ICHIDAN
起きる,おきる,ICHIDAN
足りる,たりる,ICHIDAN
跳ねる,はねる,ICHIDAN
転じる,てんじる,ICHIDAN
逃げる,にげる,ICHIDAN
逃れる,のがれる,ICHIDAN
途切れる,とぎれる,ICHIDAN
途絶える,とだえる,ICHIDAN
通じる,つうじる,ICHIDAN
通り過ぎる,とおりすぎる,ICHIDAN
逸れる,それる,ICHIDAN
遅れる,おくれる,ICHIDAN
過ぎる,すぎる,ICHIDAN
錆びる,さびる,ICHIDAN
閊える,つかえる,ICHIDAN
降りる,おりる,ICHIDAN
隠れる,かくれる,ICHIDAN
離れる,はなれる,ICHIDAN
零れる,こぼれる,ICHIDAN
震える,ふるえる,ICHIDAN
飢える,うえる,ICHIDAN
駆ける,かける,ICHIDAN
耐える,たえる,ICHIDAN
くっ付ける,くっつける,ICHIDAN
させる,させる,ICHIDAN
ぶら下げる,ぶらさげる,ICHIDAN
やっ付ける,やっつける,ICHIDAN
上げる,あげる,ICHIDAN
上せる,のぼせる,ICHIDAN
下げる,さげる,ICHIDAN
与える,あたえる,ICHIDAN
並べる,ならべる,ICHIDAN
丸める,まるめる,ICHIDAN
乗せる,のせる,ICHIDAN
乗り換える,のりかえる,ICHIDAN
交える,まじえる,ICHIDAN
仕上げる,しあげる,ICHIDAN
仕付ける,しつける,ICHIDAN
仕入れる,しいれる,ICHIDAN
仕掛ける,しかける,ICHIDAN
仕立てる,したてる,ICHIDAN
付ける,つける,ICHIDAN
付け加える,つけくわえる,ICHIDAN
任せる,まかせる,ICHIDAN
休める,やすめる,ICHIDAN
伝える,つたえる,ICHIDAN
低める,ひくめる,ICHIDAN
例える,たとえる,ICHIDAN
供える,そなえる,ICHIDAN
信じる,しんじる,ICHIDAN
借りる,かりる,ICHIDAN
備える,そなえる,ICHIDAN
備え付ける,そなえつける,ICHIDAN
傾ける,かたむける,ICHIDAN
儲ける,もうける,ICHIDAN
入れる,いれる,ICHIDAN
出迎える,でむかえる,ICHIDAN
分ける,わける,ICHIDAN
切り替える,きりかえる,ICHIDAN
加える,くわえる,ICHIDAN
助ける,たすける,ICHIDAN
努める,つとめる,ICHIDAN
勤める,つとめる,ICHIDAN
勧める,すすめる,ICHIDAN
占める,しめる,ICHIDAN
収める,おさめる,ICHIDAN
取り上げる,とりあげる,ICHIDAN
取り入れる,とりいれる,ICHIDAN
取り寄せる,とりよせる,ICHIDAN
