Predicate,Reading,Predicate Group
輸出,ゆしゅつ,NOUN;SURU
近道,ちかみち,NOUN;SURU
追及,ついきゅう,NOUN;SURU
追放,ついほう,NOUN;SURU
退治,たいじ,NOUN;SURU
逆立ち,さかだち,NOUN;SURU
通信,つうしん,NOUN;SURU
通用,つうよう,NOUN;SURU
通行,つうこう,NOUN;SURU
通訳,つうやく,NOUN;SURU
通話,つうわ,NOUN;SURU
通過,つうか,NOUN;SURU
速達,そくたつ,NOUN;SURU
連れ,つれ,NOUN;SURU
連勝,れんしょう,NOUN;SURU
連立,れんりつ,NOUN;SURU
進行,しんこう,NOUN;SURU
運行,うんこう,NOUN;SURU
遠慮,えんりょ,NOUN;SURU
遠足,えんそく,NOUN;SURU
適応,てきおう,NOUN;SURU
部署,ぶしょ,NOUN;SURU
配列,はいれつ,NOUN;SURU
配当,はいとう,NOUN;SURU
閉会,へいかい,NOUN;SURU
閉鎖,へいさ,NOUN;SURU
防衛,ぼうえい,NOUN;SURU
降伏,こうふく,NOUN;SURU
集合,しゅうごう,NOUN;SURU
頂戴,ちょうだい,NOUN;SURU
駆けっこ,かけっこ,NOUN;SURU
駆使,くし,NOUN;SURU
駐在,ちゅうざい,NOUN;SURU
アルバイト,あるばいと,NOUN;SURU
お参り,おまいり,NOUN;SURU
お辞儀,おじぎ,NOUN;SURU
カーブ,かーぶ,NOUN;SURU
カンニング,かんにんぐ,NOUN;SURU
キス,きす,NOUN;SURU
ご無沙汰,ごぶさた,NOUN;SURU
じゃん拳,じゃんけん,NOUN;SURU
ショッピング,しょッぴんぐ,NOUN;SURU
チャレンジ,ちゃれんじ,NOUN;SURU
トレーニング,とれーにんぐ,NOUN;SURU
バイト,ばいと,NOUN;SURU
一休み,ひとやすみ,NOUN;SURU
一敗,いっぱい,NOUN;SURU
一致,いっち,NOUN;SURU
三振,さんしん,NOUN;SURU
上京,じょうきょう,NOUN;SURU
上達,じょうたつ,NOUN;SURU
上陸,じょうりく,NOUN;SURU
下番,かばん,NOUN;SURU
下痢,げり,NOUN;SURU
下落,げらく,NOUN;SURU
下車,げしゃ,NOUN;SURU
下降,かこう,NOUN;SURU
両立,りょうりつ,NOUN;SURU
主演,しゅえん,NOUN;SURU
乗り換え,のりかえ,NOUN;SURU
乗車,じょうしゃ,NOUN;SURU
交差,こうさ,NOUN;SURU
交戦,こうせん,NOUN;SURU
交流,こうりゅう,NOUN;SURU
交際,こうさい,NOUN;SURU
介入,かいにゅう,NOUN;SURU
仕事,しごと,NOUN;SURU
付着,ふちゃく,NOUN;SURU
仲直り,なかなおり,NOUN;SURU
休憩,きゅうけい,NOUN;SURU
休戦,きゅうせん,NOUN;SURU
休校,きゅうこう,NOUN;SURU
休業,きゅうぎょう,NOUN;SURU
休講,きゅうこう,NOUN;SURU
休養,きゅうよう,NOUN;SURU
会合,かいごう,NOUN;SURU
会話,かいわ,NOUN;SURU
会談,かいだん,NOUN;SURU
会議,かいぎ,NOUN;SURU
伝染,でんせん,NOUN;SURU
位置,いち,NOUN;SURU
低下,ていか,NOUN;SURU
住居,じゅうきょ,NOUN;SURU
体操,たいそう,NOUN;SURU
作動,さどう,NOUN;SURU
作文,さくぶん,NOUN;SURU
作用,さよう,NOUN;SURU
侵入,しんにゅう,NOUN;SURU
便乗,びんじょう,NOUN;SURU
保温,ほおん,NOUN;SURU
修学,しゅうがく,NOUN;SURU
倒産,とうさん,NOUN;SURU
値上がり,ねあがり,NOUN;SURU
停滞,ていたい,NOUN;SURU
停車,ていしゃ,NOUN;SURU
停電,ていでん,NOUN;SURU
傾斜,けいしゃ,NOUN;SURU
優勝,ゆうしょう,NOUN;SURU
優越,ゆうえつ,NOUN;SURU
充実,じゅうじつ,NOUN;SURU
先着,せんちゃく,NOUN;SURU
入国,にゅうこく,NOUN;SURU
入場,にゅうじょう,NOUN;SURU
入学,にゅうがく,NOUN;SURU
入居,にゅうきょ,NOUN;SURU
入札,にゅうさつ,NOUN;SURU
入浴,にゅうよく,NOUN;SURU
入社,にゅうしゃ,NOUN;SURU
入賞,にゅうしょう,NOUN;SURU
入選,にゅうせん,NOUN;SURU
入院,にゅういん,NOUN;SURU
全快,ぜんかい,NOUN;SURU
共存,きょうぞん,NOUN;SURU
共学,きょうがく,NOUN;SURU
共鳴,きょうめい,NOUN;SURU
再発,さいはつ,NOUN;SURU
冒険,ぼうけん,NOUN;SURU
冬眠,とうみん,NOUN;SURU
凝固,ぎょうこ,NOUN;SURU
出世,しゅっせ,NOUN;SURU
出入,しゅつにゅう,NOUN;SURU
出入り,でいり,NOUN;SURU
出勤,しゅっきん,NOUN;SURU
出土,しゅつど,NOUN;SURU
出場,しゅつじょう,NOUN;SURU
出席,しゅっせき,NOUN;SURU
出張,しゅっちょう,NOUN;SURU
出港,しゅっこう,NOUN;SURU
出演,しゅつえん,NOUN;SURU
出火,しゅっか,NOUN;SURU
出現,しゅつげん,NOUN;SURU
出生,しゅっしょう,NOUN;SURU
出発,しゅっぱつ,NOUN;SURU
出社,しゅっしゃ,NOUN;SURU
分岐,ぶんき,NOUN;SURU
分布,ぶんぷ,NOUN;SURU
分立,ぶんりつ,NOUN;SURU
分裂,ぶんれつ,NOUN;SURU
初出,しょしゅつ,NOUN;SURU
判明,はんめい,NOUN;SURU
到達,とうたつ,NOUN;SURU
前置き,まえおき,NOUN;SURU
前進,ぜんしん,NOUN;SURU
加入,かにゅう,NOUN;SURU
加盟,かめい,NOUN;SURU
努力,どりょく,NOUN;SURU
動揺,どうよう,NOUN;SURU
勘違い,かんちがい,NOUN;SURU
勝利,しょうり,NOUN;SURU
勤労,きんろう,NOUN;SURU
勤務,きんむ,NOUN;SURU
化合,かごう,NOUN;SURU
北上,ほくじょう,NOUN;SURU
卒業,そつぎょう,NOUN;SURU
協力,きょうりょく,NOUN;SURU
原因,げんいん,NOUN;SURU
参上,さんじょう,NOUN;SURU
参入,さんにゅう,NOUN;SURU
参加,さんか,NOUN;SURU
参拝,さんぱい,NOUN;SURU
参画,さんかく,NOUN;SURU
反乱,はんらん,NOUN;SURU
反応,はんのう,NOUN;SURU
反抗,はんこう,NOUN;SURU
反撃,はんげき,NOUN;SURU
反発,はんぱつ,NOUN;SURU
反逆,はんぎゃく,NOUN;SURU
反響,はんきょう,NOUN;SURU
吃逆,しゃっくり,NOUN;SURU
合宿,がっしゅく,NOUN;SURU
合意,ごうい,NOUN;SURU
合戦,かっせん,NOUN;SURU
合格,ごうかく,NOUN;SURU
合流,ごうりゅう,NOUN;SURU
合致,がっち,NOUN;SURU
同居,どうきょ,NOUN;SURU
同情,どうじょう,NOUN;SURU
同意,どうい,NOUN;SURU
同感,どうかん,NOUN;SURU
向上,こうじょう,NOUN;SURU
命中,めいちゅう,NOUN;SURU
喧嘩,けんか,NOUN;SURU
喫煙,きつえん,NOUN;SURU
噴火,ふんか,NOUN;SURU
回帰,かいき,NOUN;SURU
回転,かいてん,NOUN;SURU
団結,だんけつ,NOUN;SURU
在学,ざいがく,NOUN;SURU
均衡,きんこう,NOUN;SURU
執着,しゅうちゃく,NOUN;SURU
報復,ほうふく,NOUN;SURU
墜落,ついらく,NOUN;SURU
変動,へんどう,NOUN;SURU
変化,へんか,NOUN;SURU
変遷,へんせん,NOUN;SURU
外出,がいしゅつ,NOUN;SURU
外食,がいしょく,NOUN;SURU
夜更かし,よふかし,NOUN;SURU
失恋,しつれん,NOUN;SURU
失望,しつぼう,NOUN;SURU
妊娠,にんしん,NOUN;SURU
妥協,だきょう,NOUN;SURU
妥結,だけつ,NOUN;SURU
安住,あんじゅう,NOUN;SURU
安定,あんてい,NOUN;SURU
安打,あんだ,NOUN;SURU
宣教,せんきょう,NOUN;SURU
家出,いえで,NOUN;SURU
宿泊,しゅくはく,NOUN;SURU
寄与,きよ,NOUN;SURU
寄港,きこう,NOUN;SURU
寄生,きせい,NOUN;SURU
密集,みっしゅう,NOUN;SURU
対処,たいしょ,NOUN;SURU
対応,たいおう,NOUN;SURU
対戦,たいせん,NOUN;SURU
対抗,たいこう,NOUN;SURU
対決,たいけつ,NOUN;SURU
対面,たいめん,NOUN;SURU
専属,せんぞく,NOUN;SURU
小便,しょうべん,NOUN;SURU
就任,しゅうにん,NOUN;SURU
就寝,しゅうしん,NOUN;SURU
就業,しゅうぎょう,NOUN;SURU
就職,しゅうしょく,NOUN;SURU
居住,きょじゅう,NOUN;SURU
居眠り,いねむり,NOUN;SURU
屈折,くっせつ,NOUN;SURU
巡回,じゅんかい,NOUN;SURU
帰国,きこく,NOUN;SURU
帰宅,きたく,NOUN;SURU
干渉,かんしょう,NOUN;SURU
引っ越し,ひっこし,NOUN;SURU
引退,いんたい,NOUN;SURU
当選,とうせん,NOUN;SURU
影響,えいきょう,NOUN;SURU
待機,たいき,NOUN;SURU
後退,こうたい,NOUN;SURU
徐行,じょこう,NOUN;SURU
従事,じゅうじ,NOUN;SURU
従軍,じゅうぐん,NOUN;SURU
得点,とくてん,NOUN;SURU
復讐,ふくしゅう,NOUN;SURU
微笑,びしょう,NOUN;SURU
心中,しんじゅう,NOUN;SURU
応対,おうたい,NOUN;SURU
急死,きゅうし,NOUN;SURU
悪化,あっか,NOUN;SURU
感動,かんどう,NOUN;SURU
感染,かんせん,NOUN;SURU
感激,かんげき,NOUN;SURU
成功,せいこう,NOUN;SURU
成熟,せいじゅく,NOUN;SURU
成長,せいちょう,NOUN;SURU
戦争,せんそう,NOUN;SURU
戦死,せんし,NOUN;SURU
投票,とうひょう,NOUN;SURU
抗争,こうそう,NOUN;SURU
抽選,ちゅうせん,NOUN;SURU
拍手,はくしゅ,NOUN;SURU
拡散,かくさん,NOUN;SURU
挑戦,ちょうせん,NOUN;SURU
振動,しんどう,NOUN;SURU
掃海,そうかい,NOUN;SURU
授業,じゅぎょう,NOUN;SURU
接触,せっしょく,NOUN;SURU
接近,せっきん,NOUN;SURU
推移,すいい,NOUN;SURU
換気,かんき,NOUN;SURU
握手,あくしゅ,NOUN;SURU
搭乗,とうじょう,NOUN;SURU
撤退,てったい,NOUN;SURU
敗北,はいぼく,NOUN;SURU
敗戦,はいせん,NOUN;SURU
敗退,はいたい,NOUN;SURU
散歩,さんぽ,NOUN;SURU
敵対,てきたい,NOUN;SURU
新生,しんせい,NOUN;SURU
旅行,りょこう,NOUN;SURU
日焼け,ひやけ,NOUN;SURU
早起き,はやおき,NOUN;SURU
昇格,しょうかく,NOUN;SURU
昇進,しょうしん,NOUN;SURU
昼寝,ひるね,NOUN;SURU
暴騰,ぼうとう,NOUN;SURU
朝寝坊,あさねぼう,NOUN;SURU
来場,らいじょう,NOUN;SURU
来日,らいにち,NOUN;SURU
梅雨明け,つゆあけ,NOUN;SURU
機能,きのう,NOUN;SURU
欠乏,けつぼう,NOUN;SURU
欠席,けっせき,NOUN;SURU
武装,ぶそう,NOUN;SURU
歩行,ほこう,NOUN;SURU
死亡,しぼう,NOUN;SURU
死去,しきょ,NOUN;SURU
残業,ざんぎょう,NOUN;SURU
気兼ね,きがね,NOUN;SURU
決戦,けっせん,NOUN;SURU
没落,ぼつらく,NOUN;SURU
油断,ゆだん,NOUN;SURU
活躍,かつやく,NOUN;SURU
流動,りゅうどう,NOUN;SURU
流通,りゅうつう,NOUN;SURU
混乱,こんらん,NOUN;SURU
渋滞,じゅうたい,NOUN;SURU
滅亡,めつぼう,NOUN;SURU
滞在,たいざい,NOUN;SURU
演技,えんぎ,NOUN;SURU
演説,えんぜつ,NOUN;SURU
潜入,せんにゅう,NOUN;SURU
潜水,せんすい,NOUN;SURU
激増,げきぞう,NOUN;SURU
火傷,やけど,NOUN;SURU
炊事,すいじ,NOUN;SURU
無沙汰,ぶさた,NOUN;SURU
熱中,ねっちゅう,NOUN;SURU
熱狂,ねっきょう,NOUN;SURU
燃焼,ねんしょう,NOUN;SURU
率先,そっせん,NOUN;SURU
生活,せいかつ,NOUN;SURU
生長,せいちょう,NOUN;SURU
疲弊,ひへい,NOUN;SURU
病死,びょうし,NOUN;SURU
発病,はつびょう,NOUN;SURU
発着,はっちゃく,NOUN;SURU
発育,はついく,NOUN;SURU
発芽,はつが,NOUN;SURU
発足,ほっそく,NOUN;SURU
発車,はっしゃ,NOUN;SURU
発酵,はっこう,NOUN;SURU
登山,とざん,NOUN;SURU
登板,とうばん,NOUN;SURU
登校,とうこう,NOUN;SURU
盛装,せいそう,NOUN;SURU
目減り,めべり,NOUN;SURU
相違,そうい,NOUN;SURU
着工,ちゃっこう,NOUN;SURU
着席,ちゃくせき,NOUN;SURU
着替え,きがえ,NOUN;SURU
着目,ちゃくもく,NOUN;SURU
着陸,ちゃくりく,NOUN;SURU
瞬き,まばたき,NOUN;SURU
破綻,はたん,NOUN;SURU
禁煙,きんえん,NOUN;SURU
移民,いみん,NOUN;SURU
窮乏,きゅうぼう,NOUN;SURU
立ち話,たちばなし,NOUN;SURU
立候補,りっこうほ,NOUN;SURU
籤引き,くじびき,NOUN;SURU
紛争,ふんそう,NOUN;SURU
経由,けいゆ,NOUN;SURU
結晶,けっしょう,NOUN;SURU
結論,けつろん,NOUN;SURU
給食,きゅうしょく,NOUN;SURU
続出,ぞくしゅつ,NOUN;SURU
緊張,きんちょう,NOUN;SURU
繁盛,はんじょう,NOUN;SURU
署名,しょめい,NOUN;SURU
脱線,だっせん,NOUN;SURU
脱落,だつらく,NOUN;SURU
脱走,だっそう,NOUN;SURU
脱退,だったい,NOUN;SURU
自転,じてん,NOUN;SURU
自首,じしゅ,NOUN;SURU
興奮,こうふん,NOUN;SURU
舞踏,ぶとう,NOUN;SURU
航海,こうかい,NOUN;SURU
航行,こうこう,NOUN;SURU
苦心,くしん,NOUN;SURU
苦悩,くのう,NOUN;SURU
苦戦,くせん,NOUN;SURU
荒廃,こうはい,NOUN;SURU
荷作り,にづくり,NOUN;SURU
落第,らくだい,NOUN;SURU
蒸発,じょうはつ,NOUN;SURU
行進,こうしん,NOUN;SURU
衝突,しょうとつ,NOUN;SURU
衰退,すいたい,NOUN;SURU
裁縫,さいほう,NOUN;SURU
覚醒,かくせい,NOUN;SURU
解答,かいとう,NOUN;SURU
言及,げんきゅう,NOUN;SURU
該当,がいとう,NOUN;SURU
読書,どくしょ,NOUN;SURU
課税,かぜい,NOUN;SURU
調印,ちょういん,NOUN;SURU
論争,ろんそう,NOUN;SURU
講和,こうわ,NOUN;SURU
貢献,こうけん,NOUN;SURU
貿易,ぼうえき,NOUN;SURU
赴任,ふにん,NOUN;SURU
起伏,きふく,NOUN;SURU
起床,きしょう,NOUN;SURU
超過,ちょうか,NOUN;SURU
転任,てんにん,NOUN;SURU
転勤,てんきん,NOUN;SURU
転居,てんきょ,NOUN;SURU
転校,てんこう,NOUN;SURU
転職,てんしょく,NOUN;SURU
転落,てんらく,NOUN;SURU
辞任,じにん,NOUN;SURU
辞職,じしょく,NOUN;SURU
辞退,じたい,NOUN;SURU
返事,へんじ,NOUN;SURU
退化,たいか,NOUN;SURU
退場,たいじょう,NOUN;SURU
退学,たいがく,NOUN;SURU
退社,たいしゃ,NOUN;SURU
退職,たいしょく,NOUN;SURU
退院,たいいん,NOUN;SURU
逃亡,とうぼう,NOUN;SURU
逆襲,ぎゃくしゅう,NOUN;SURU
通勤,つうきん,NOUN;SURU
通学,つうがく,NOUN;SURU
造船,ぞうせん,NOUN;SURU
連動,れんどう,NOUN;SURU
連帯,れんたい,NOUN;SURU
連携,れんけい,NOUN;SURU
連敗,れんぱい,NOUN;SURU
進出,しんしゅつ,NOUN;SURU
進化,しんか,NOUN;SURU
進学,しんがく,NOUN;SURU
進展,しんてん,NOUN;SURU
進歩,しんぽ,NOUN;SURU
遅刻,ちこく,NOUN;SURU
遊説,ゆうぜい,NOUN;SURU
運動,うんどう,NOUN;SURU
違反,いはん,NOUN;SURU
遠征,えんせい,NOUN;SURU
遭難,そうなん,NOUN;SURU
遺伝,いでん,NOUN;SURU
避暑,ひしょ,NOUN;SURU
避難,ひなん,NOUN;SURU
酷似,こくじ,NOUN;SURU
長持ち,ながもち,NOUN;SURU
開戦,かいせん,NOUN;SURU
開花,かいか,NOUN;SURU
開通,かいつう,NOUN;SURU
間食,かんしょく,NOUN;SURU
関与,かんよ,NOUN;SURU
陥没,かんぼつ,NOUN;SURU
隠居,いんきょ,NOUN;SURU
隣接,りんせつ,NOUN;SURU
集会,しゅうかい,NOUN;SURU
雑談,ざつだん,NOUN;SURU
離婚,りこん,NOUN;SURU
離陸,りりく,NOUN;SURU
面会,めんかい,NOUN;SURU
面接,めんせつ,NOUN;SURU
食事,しょくじ,NOUN;SURU
餓死,がし,NOUN;SURU
騒動,そうどう,NOUN;SURU
麻痺,まひ,NOUN;SURU
失礼,しつれい,NOUN;SURU
上昇,じょうしょう,NOUN;SURU
付属,ふぞく,NOUN;SURU
休息,きゅうそく,NOUN;SURU
先発,せんぱつ,NOUN;SURU
先行,せんこう,NOUN;SURU
克己,こっき,NOUN;SURU
共働き,ともばたらき,NOUN;SURU
共同,きょうどう,NOUN;SURU
共感,きょうかん,NOUN;SURU
共稼ぎ,ともかせぎ,NOUN;SURU
到着,とうちゃく,NOUN;SURU
労働,ろうどう,NOUN;SURU
同盟,どうめい,NOUN;SURU
和解,わかい,NOUN;SURU
壊滅,かいめつ,NOUN;SURU
売春,ばいしゅん,NOUN;SURU
婚約,こんやく,NOUN;SURU
存在,そんざい,NOUN;SURU
対立,たいりつ,NOUN;SURU
常任,じょうにん,NOUN;SURU
従属,じゅうぞく,NOUN;SURU
循環,じゅんかん,NOUN;SURU
徹夜,てつや,NOUN;SURU
恋愛,れんあい,NOUN;SURU
戦闘,せんとう,NOUN;SURU
所属,しょぞく,NOUN;SURU
残留,ざんりゅう,NOUN;SURU
水泳,すいえい,NOUN;SURU
永続,えいぞく,NOUN;SURU
流行,りゅうこう,NOUN;SURU
生殖,せいしょく,NOUN;SURU
直通,ちょくつう,NOUN;SURU
矛盾,むじゅん,NOUN;SURU
移住,いじゅう,NOUN;SURU
窒息,ちっそく,NOUN;SURU
競走,きょうそう,NOUN;SURU
終結,しゅうけつ,NOUN;SURU
絶望,ぜつぼう,NOUN;SURU
老衰,ろうすい,NOUN;SURU
肉食,にくしょく,NOUN;SURU
肥満,ひまん,NOUN;SURU
自立,じりつ,NOUN;SURU
融合,ゆうごう,NOUN;SURU
行動,こうどう,NOUN;SURU
訴訟,そしょう,NOUN;SURU
調和,ちょうわ,NOUN;SURU
賛成,さんせい,NOUN;SURU
退役,たいえき,NOUN;SURU
逃走,とうそう,NOUN;SURU
遅延,ちえん,NOUN;SURU
遊牧,ゆうぼく,NOUN;SURU
重複,ちょうふく,NOUN;SURU
静止,せいし,NOUN;SURU
類似,るいじ,NOUN;SURU
駐車,ちゅうしゃ,NOUN;SURU
反対,はんたい,NOUN;SURU
在住,ざいじゅう,NOUN;SURU
インタビュー,いんたびゅー,NOUN;SURU
オープン,おーぷん,NOUN;SURU
コメント,こめんと,NOUN;SURU
シャンプー,しゃんぷー,NOUN;SURU
ミス,みす,NOUN;SURU
不足,ふそく,NOUN;SURU;NA_ADJECTIVE
恐縮,きょうしゅく,NOUN;SURU;NA_ADJECTIVE
寝坊,ねぼう,NOUN;SURU;NA_ADJECTIVE
悪戯,いたずら,NOUN;SURU;NA_ADJECTIVE
謙遜,けんそん,NOUN;SURU;NA_ADJECTIVE
連結,れんけつ,NOUN;SURU;NA_ADJECTIVE
水増し,みずまし,NOUN;SURU
並行,へいこう,NOUN;SURU
中毒,ちゅうどく,NOUN;SURU
中継,ちゅうけい,NOUN;SURU
二分,にぶん,NOUN;SURU
会心,かいしん,NOUN;SURU
全勝,ぜんしょう,NOUN;SURU
再現,さいげん,NOUN;SURU
募金,ぼきん,NOUN;SURU
噂,うわさ,NOUN;SURU
実在,じつざい,NOUN;SURU
専制,せんせい,NOUN;SURU
往復,おうふく,NOUN;SURU
復帰,ふっき,NOUN;SURU
復活,ふっかつ,NOUN;SURU
急行,きゅうこう,NOUN;SURU
意見,いけん,NOUN;SURU
担保,たんぽ,NOUN;SURU
挨拶,あいさつ,NOUN;SURU
排出,はいしゅつ,NOUN;SURU
改善,かいぜん,NOUN;SURU
教養,きょうよう,NOUN;SURU
暗示,あんじ,NOUN;SURU
沈黙,ちんもく,NOUN;SURU
没収,ぼっしゅう,NOUN;SURU
流用,りゅうよう,NOUN;SURU
特売,とくばい,NOUN;SURU
独占,どくせん,NOUN;SURU
独断,どくだん,NOUN;SURU
独裁,どくさい,NOUN;SURU
留守,るす,NOUN;SURU
発作,ほっさ,NOUN;SURU
発熱,はつねつ,NOUN;SURU
発生,はっせい,NOUN;SURU
発電,はつでん,NOUN;SURU
監督,かんとく,NOUN;SURU
目眩,めまい,NOUN;SURU
相当,そうとう,NOUN;SURU
私用,しよう,NOUN;SURU
立法,りっぽう,NOUN;SURU
競技,きょうぎ,NOUN;SURU
繰り返し,くりかえし,NOUN;SURU
脱出,だっしゅつ,NOUN;SURU
薄着,うすぎ,NOUN;SURU
衝撃,しょうげき,NOUN;SURU
補助,ほじょ,NOUN;SURU
複合,ふくごう,NOUN;SURU
覆面,ふくめん,NOUN;SURU
認知,にんち,NOUN;SURU
跳躍,ちょうやく,NOUN;SURU
追跡,ついせき,NOUN;SURU
連合,れんごう,NOUN;SURU
配給,はいきゅう,NOUN;SURU
野生,やせい,NOUN;SURU
関係,かんけい,NOUN;SURU
防火,ぼうか,NOUN;SURU
電話,でんわ,NOUN;SURU
飽和,ほうわ,NOUN;SURU
待遇,たいぐう,NOUN;SURU
アピール,あぴーる,NOUN;SURU
アレンジ,あれんじ,NOUN;SURU
お代わり,おかわり,NOUN;SURU
お喋り,おしゃべり,NOUN;SURU
お返し,おかえし,NOUN;SURU
カット,かッと,NOUN;SURU
キャンセル,きゃんせる,NOUN;SURU
コーチ,こーち,NOUN;SURU
コピー,こぴー,NOUN;SURU
コントロール,こんとろーる,NOUN;SURU
ご馳走,ごちそう,NOUN;SURU
テスト,てすと,NOUN;SURU
デッサン,でッさん,NOUN;SURU
ファックス,ふぁッくす,NOUN;SURU
プレゼント,ぷれぜんと,NOUN;SURU
マイナス,まいなす,NOUN;SURU
マッサージ,まッさーじ,NOUN;SURU
メモ,めも,NOUN;SURU
リクエスト,りくえすと,NOUN;SURU
レポート,れぽーと,NOUN;SURU
レンタル,れんたる,NOUN;SURU
ロック,ろッく,NOUN;SURU
一括,いっかつ,NOUN;SURU
上映,じょうえい,NOUN;SURU
上演,じょうえん,NOUN;SURU
下取り,したどり,NOUN;SURU
下見,したみ,NOUN;SURU
下調べ,したしらべ,NOUN;SURU
世話,せわ,NOUN;SURU
両替,りょうがえ,NOUN;SURU
中傷,ちゅうしょう,NOUN;SURU
中止,ちゅうし,NOUN;SURU
主催,しゅさい,NOUN;SURU
主宰,しゅさい,NOUN;SURU
主導,しゅどう,NOUN;SURU
主張,しゅちょう,NOUN;SURU
乱用,らんよう,NOUN;SURU
了承,りょうしょう,NOUN;SURU
了解,りょうかい,NOUN;SURU
予報,よほう,NOUN;SURU
予定,よてい,NOUN;SURU
予期,よき,NOUN;SURU
予測,よそく,NOUN;SURU
予約,よやく,NOUN;SURU
予言,よげん,NOUN;SURU
予防,よぼう,NOUN;SURU
交付,こうふ,NOUN;SURU
交換,こうかん,NOUN;SURU
享受,きょうじゅ,NOUN;SURU
介抱,かいほう,NOUN;SURU
介護,かいご,NOUN;SURU
付与,ふよ,NOUN;SURU
代弁,だいべん,NOUN;SURU
代替,だいたい,NOUN;SURU
代表,だいひょう,NOUN;SURU
仮定,かてい,NOUN;SURU
仲介,ちゅうかい,NOUN;SURU
仲裁,ちゅうさい,NOUN;SURU
企画,きかく,NOUN;SURU
伝達,でんたつ,NOUN;SURU
体験,たいけん,NOUN;SURU
作成,さくせい,NOUN;SURU
作製,さくせい,NOUN;SURU
併用,へいよう,NOUN;SURU
使用,しよう,NOUN;SURU
供給,きょうきゅう,NOUN;SURU
依頼,いらい,NOUN;SURU
侮辱,ぶじょく,NOUN;SURU
侵害,しんがい,NOUN;SURU
保存,ほぞん,NOUN;SURU
保守,ほしゅ,NOUN;SURU
保持,ほじ,NOUN;SURU
保留,ほりゅう,NOUN;SURU
保管,ほかん,NOUN;SURU
保証,ほしょう,NOUN;SURU
保護,ほご,NOUN;SURU
信仰,しんこう,NOUN;SURU
信任,しんにん,NOUN;SURU
信用,しんよう,NOUN;SURU
信頼,しんらい,NOUN;SURU
修正,しゅうせい,NOUN;SURU
修理,しゅうり,NOUN;SURU
修繕,しゅうぜん,NOUN;SURU
修行,しゅぎょう,NOUN;SURU
修飾,しゅうしょく,NOUN;SURU
借金,しゃっきん,NOUN;SURU
値上げ,ねあげ,NOUN;SURU
値下げ,ねさげ,NOUN;SURU
値引き,ねびき,NOUN;SURU
偵察,ていさつ,NOUN;SURU
偽装,ぎそう,NOUN;SURU
催促,さいそく,NOUN;SURU
克服,こくふく,NOUN;SURU
免許,めんきょ,NOUN;SURU
免除,めんじょ,NOUN;SURU
入力,にゅうりょく,NOUN;SURU
入手,にゅうしゅ,NOUN;SURU
公募,こうぼ,NOUN;SURU
公演,こうえん,NOUN;SURU
公示,こうじ,NOUN;SURU
公表,こうひょう,NOUN;SURU
公言,こうげん,NOUN;SURU
共有,きょうゆう,NOUN;SURU
再建,さいけん,NOUN;SURU
写生,しゃせい,NOUN;SURU
冷凍,れいとう,NOUN;SURU
冷房,れいぼう,NOUN;SURU
冷蔵,れいぞう,NOUN;SURU
処分,しょぶん,NOUN;SURU
処刑,しょけい,NOUN;SURU
処理,しょり,NOUN;SURU
処置,しょち,NOUN;SURU
処罰,しょばつ,NOUN;SURU
出前,でまえ,NOUN;SURU
出力,しゅつりょく,NOUN;SURU
出版,しゅっぱん,NOUN;SURU
出荷,しゅっか,NOUN;SURU
分別,ふんべつ,NOUN;SURU
分割,ぶんかつ,NOUN;SURU
分析,ぶんせき,NOUN;SURU
分配,ぶんぱい,NOUN;SURU
分類,ぶんるい,NOUN;SURU
切断,せつだん,NOUN;SURU
切開,せっかい,NOUN;SURU
刊行,かんこう,NOUN;SURU
初演,しょえん,NOUN;SURU
判定,はんてい,NOUN;SURU
判断,はんだん,NOUN;SURU
判決,はんけつ,NOUN;SURU
利用,りよう,NOUN;SURU
制定,せいてい,NOUN;SURU
制約,せいやく,NOUN;SURU
制裁,せいさい,NOUN;SURU
制覇,せいは,NOUN;SURU
制限,せいげん,NOUN;SURU
刷新,さっしん,NOUN;SURU
刺激,しげき,NOUN;SURU
刺繍,ししゅう,NOUN;SURU
削減,さくげん,NOUN;SURU
削除,さくじょ,NOUN;SURU
創作,そうさく,NOUN;SURU
創刊,そうかん,NOUN;SURU
創立,そうりつ,NOUN;SURU
創設,そうせつ,NOUN;SURU
創造,そうぞう,NOUN;SURU
加味,かみ,NOUN;SURU
加工,かこう,NOUN;SURU
加熱,かねつ,NOUN;SURU
助成,じょせい,NOUN;SURU
助言,じょげん,NOUN;SURU
勉強,べんきょう,NOUN;SURU
動員,どういん,NOUN;SURU
勘定,かんじょう,NOUN;SURU
勘弁,かんべん,NOUN;SURU
募集,ぼしゅう,NOUN;SURU
勧誘,かんゆう,NOUN;SURU
包帯,ほうたい,NOUN;SURU
包括,ほうかつ,NOUN;SURU
包装,ほうそう,NOUN;SURU
区別,くべつ,NOUN;SURU
区画,くかく,NOUN;SURU
協議,きょうぎ,NOUN;SURU
占拠,せんきょ,NOUN;SURU
占領,せんりょう,NOUN;SURU
印刷,いんさつ,NOUN;SURU
危惧,きぐ,NOUN;SURU
参照,さんしょう,NOUN;SURU
反省,はんせい,NOUN;SURU
収容,しゅうよう,NOUN;SURU
収穫,しゅうかく,NOUN;SURU
収集,しゅうしゅう,NOUN;SURU
取引,とりひき,NOUN;SURU
取得,しゅとく,NOUN;SURU
